Instance,OptCost,Duration,Solution
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_35.txt,1,0.00696,0 18 27 36 43 52 56 79 96 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_36.txt,2,0.00405,0 16 29 37 41 65 77 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_37.txt,1,0.00709,0 1 9 23 35 36 54 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_38.txt,3,0.00561,0 1 26 35 47 69 94 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_39.txt,1,0.01248,0 14 38 60 63 64 79 94 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_4.txt,2,0.00685,0 18 21 33 58 82 94 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_40.txt,1,0.00887,0 4 22 45 69 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_41.txt,2,0.00917,0 18 30 47 69 84 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_42.txt,1,0.01036,0 1 9 19 44 45 58 82 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_43.txt,1,0.00488,0 1 4 15 38 39 62 73 83 97 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_44.txt,1,0.00469,0 1 16 37 47 65 84 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_45.txt,1,0.00887,0 14 24 38 56 59 84 96 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_46.txt,2,0.01029,0 1 10 35 56 57 66 80 88 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_47.txt,0,0.01145,0 16 26 35 59 84 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_48.txt,0,0.02041,0 4 15 38 47 66 80 88 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_49.txt,1,0.00964,0 16 26 48 65 90 97 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_5.txt,1,0.00416,0 4 19 29 52 56 61 86 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_50.txt,2,0.01243,0 4 17 20 39 54 68 80 81 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_51.txt,2,0.00981,0 1 17 27 47 48 51 72 77 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_52.txt,1,0.01176,0 18 23 35 47 51 61 79 96 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_53.txt,2,0.00753,0 4 19 25 38 58 82 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_54.txt,3,0.01094,0 1 10 14 38 63 82 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_55.txt,1,0.00888,0 18 21 41 65 67 84 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_56.txt,1,0.00887,0 1 26 28 47 66 89 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_57.txt,3,0.00748,0 18 28 31 36 41 60 85 97 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_58.txt,1,0.00545,0 18 21 34 52 77 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_59.txt,2,0.01080,0 18 21 28 35 56 70 85 97 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_6.txt,1,0.00630,0 1 17 31 53 78 96 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_60.txt,1,0.00381,0 14 26 33 40 50 58 78 88 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_61.txt,2,0.00660,0 1 9 30 40 50 72 77 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_62.txt,2,0.00351,0 14 39 54 66 90 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_63.txt,1,0.00703,0 1 13 38 39 54 68 80 86 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_64.txt,2,0.00942,0 14 24 26 42 63 65 77 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_65.txt,0,0.00421,0 1 13 33 55 66 82 95 99 
