Instance,OptCost,Duration,Solution
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_88.txt,4,0.00253,0 1 17 30 40 64 77 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_89.txt,2,0.01029,0 4 27 50 58 65 74 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_9.txt,4,0.00263,0 14 27 34 54 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_90.txt,5,0.00738,0 14 38 58 82 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_91.txt,2,0.00437,0 1 25 28 47 69 73 85 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_92.txt,2,0.00403,0 4 19 29 48 70 83 97 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_93.txt,2,0.00365,0 16 24 36 48 59 70 88 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_94.txt,2,0.00267,0 14 24 44 66 80 88 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_95.txt,3,0.00637,0 16 37 57 80 81 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_96.txt,1,0.00387,0 4 25 38 50 66 72 77 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_97.txt,2,0.00264,0 4 17 23 38 39 54 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_98.txt,2,0.00202,0 18 27 36 60 76 86 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_99.txt,3,0.00611,0 1 25 43 45 53 75 89 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_0.txt,14,0.00886,0 22 44 68 85 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_1.txt,6,0.00518,0 8 29 52 77 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_10.txt,5,0.00826,0 8 29 52 77 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_11.txt,11,0.00789,0 22 44 68 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_12.txt,3,0.00983,0 22 44 68 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_13.txt,7,0.00732,0 8 29 52 77 81 99 
