Instance,OptCost,Duration,Solution
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_45.txt,1,0.00789,0 14 24 38 56 59 84 96 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_46.txt,2,0.00948,0 1 10 35 56 57 66 80 88 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_47.txt,0,0.00786,0 16 26 35 59 84 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_48.txt,0,0.00701,0 4 15 38 47 66 80 88 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_49.txt,1,0.01442,0 16 26 48 65 90 97 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_5.txt,1,0.00776,0 4 19 29 52 56 61 86 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_50.txt,2,0.00917,0 4 17 20 39 54 68 80 81 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_51.txt,2,0.00844,0 1 17 27 47 48 51 72 77 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_52.txt,1,0.01031,0 18 23 35 47 51 61 79 96 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_53.txt,2,0.00860,0 4 19 25 38 58 82 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_54.txt,3,0.01092,0 1 10 14 38 63 82 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_55.txt,1,0.01167,0 18 21 41 65 67 84 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_56.txt,1,0.01439,0 1 26 28 47 66 89 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_57.txt,3,0.00684,0 18 28 31 36 41 60 85 97 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_58.txt,1,0.00432,0 18 21 34 52 77 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_59.txt,2,0.01108,0 18 21 28 35 56 70 85 97 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_6.txt,1,0.00973,0 1 17 31 53 78 96 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_60.txt,1,0.00615,0 14 26 33 40 50 58 78 88 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_61.txt,2,0.00558,0 1 9 30 40 50 72 77 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_62.txt,2,0.00525,0 14 39 54 66 90 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_63.txt,1,0.01266,0 1 13 38 39 54 68 80 86 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_64.txt,2,0.01236,0 14 24 26 42 63 65 77 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_65.txt,0,0.00784,0 1 13 33 55 66 82 95 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_66.txt,2,0.00891,0 16 35 60 84 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_67.txt,1,0.00747,0 18 40 60 68 83 97 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_68.txt,4,0.01206,0 14 26 35 56 76 86 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_69.txt,1,0.00740,0 1 13 38 58 82 94 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_7.txt,3,0.00769,0 4 26 29 48 65 66 80 88 92 97 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_70.txt,0,0.00613,0 4 15 22 39 50 57 62 73 85 89 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_71.txt,2,0.00276,0 16 37 51 61 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_72.txt,0,0.01053,0 18 23 42 66 74 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_73.txt,3,0.01031,0 16 35 56 79 81 96 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_74.txt,2,0.00337,0 1 5 15 22 27 50 51 64 77 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_75.txt,1,0.00427,0 16 31 41 62 63 80 88 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_76.txt,3,0.00914,0 18 23 42 66 75 89 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_77.txt,1,0.00823,0 14 38 60 85 94 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_78.txt,1,0.00791,0 4 22 30 53 78 88 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_79.txt,3,0.00838,0 1 13 27 36 54 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_8.txt,2,0.00825,0 16 41 44 60 85 92 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_80.txt,1,0.00791,0 18 21 42 62 74 88 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_81.txt,2,0.00361,0 16 26 28 35 59 73 88 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_82.txt,1,0.00670,0 1 11 28 35 60 78 88 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_83.txt,1,0.01078,0 4 15 22 47 69 80 81 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_84.txt,1,0.03846,0 18 28 35 59 62 72 83 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_85.txt,2,0.00584,0 4 27 47 65 74 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_86.txt,0,0.01388,0 14 32 39 54 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_87.txt,1,0.00830,0 4 19 31 53 77 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_88.txt,4,0.00931,0 1 17 30 40 64 77 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_89.txt,2,0.01110,0 4 27 50 58 65 74 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_9.txt,4,0.00675,0 14 27 34 54 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_90.txt,5,0.01774,0 14 38 58 82 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_91.txt,2,0.01428,0 1 25 28 47 69 73 85 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_92.txt,2,0.01335,0 4 19 29 48 70 83 97 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_93.txt,2,0.01583,0 16 24 36 48 59 70 88 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_94.txt,2,0.00774,0 14 24 44 66 84 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_95.txt,3,0.01031,0 16 37 57 80 81 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_96.txt,1,0.00944,0 4 25 38 50 66 72 77 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_97.txt,2,0.00708,0 4 17 23 38 39 54 79 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_98.txt,2,0.00463,0 18 27 36 60 76 86 99 
Zhu_Wilhelm_DIMACS.n100e959c17.rcsp3_99.txt,3,0.00674,0 1 25 43 45 53 75 89 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_0.txt,14,0.00875,0 22 44 68 85 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_1.txt,6,0.00637,0 8 29 52 77 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_10.txt,5,0.00638,0 8 29 52 77 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_11.txt,11,0.00867,0 22 44 68 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_12.txt,3,0.00772,0 22 44 68 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_13.txt,7,0.00866,0 8 29 52 77 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_14.txt,6,0.01094,0 22 44 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_15.txt,9,0.00637,0 15 40 64 87 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_16.txt,6,0.00502,0 15 40 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_17.txt,2,0.01506,0 22 44 68 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_18.txt,9,0.01055,0 18 40 64 87 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_19.txt,10,0.00578,0 15 40 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_2.txt,9,0.00576,0 8 29 52 77 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_20.txt,12,0.00743,0 8 29 52 77 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_21.txt,9,0.00505,0 18 40 64 87 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_22.txt,7,0.00804,0 15 40 64 87 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_23.txt,11,0.00816,0 18 40 64 87 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_24.txt,10,0.00698,0 15 40 64 81 99 
Zhu_Wilhelm_DIMACS.n100e999c24.rcsp8_25.txt,8,0.00486,0 15 40 64 81 99 
